000572888	807449938	2014-07-21	DE-Gla 1
000574252	807441023	2014-07-21	DE-Gla 1
000745200	807454451	2014-07-21	DE-Gla 1
000770752	807444391	2014-07-21	DE-Gla 1
000974986	807453803	2014-07-21	DE-Gla 1
001408631	807435872	2014-07-21	DE-Gla 1
001827634	655254722	2014-06-23	DE-Gla 1
001827642	655255923	2014-06-23	DE-Gla 1
001827650	655267751	2014-06-23	DE-Gla 1
002011905	807453463	2014-07-21	DE-Gla 1
